4.70,105.00,not success
4.50,1136.00,success
4.60,921.00,success
3.00,1287.00,not success
4.30,5091.00,success
3.60,3462.00,success
4.10,2061.00,success
4.30,13144.00,success
4.80,57.00,not success
4.60,1279.00,not success
4.40,3090.00,success
3.60,21.00,not success
4.30,288.00,not success
4.70,56.00,not success
3.70,1862.00,not success
4.90,1647.00,not success
5.00,8.00,not success
4.40,30.00,not success
4.40,3532.00,success
4.40,57.00,not success
4.60,43.00,not success
5.00,17.00,not success
4.70,42.00,not success
4.30,125.00,not success
4.80,2060.00,not success
4.50,7462.00,success
4.20,43067.00,success
4.60,591.00,not success
0.00,0.00,not success
4.70,31.00,not success
3.90,463.00,not success
4.30,1392.00,not success
4.60,23636.00,success
4.40,2928.00,not success
4.30,404.00,not success
4.60,7118.00,success
4.40,1192.00,not success
4.00,416.00,not success
4.40,54.00,not success
4.40,300.00,not success
4.70,19803.00,success
4.40,8394.00,success
4.10,13117.00,success
4.00,4424.00,success
4.40,104.00,not success
4.60,2220.00,not success
4.00,895.00,success
4.30,1112.00,not success
4.20,31.00,not success
4.30,275.00,not success
4.60,114.00,not success
4.60,19540.00,success
4.50,50.00,not success
4.20,1105.00,not success
4.10,530.00,not success
4.70,2216.00,not success
4.80,739.00,not success
4.90,31.00,not success
4.20,820.00,not success
4.30,646.00,not success
3.80,4553.00,success
4.50,37959.00,success
4.10,638.00,not success
4.10,145.00,not success
4.50,37890.00,success
4.30,5571.00,success
4.70,174.00,not success
3.20,136.00,not success
4.40,19.00,not success
4.00,34.00,not success
4.20,1185.00,not success
3.90,1796.00,not success
4.40,1793.00,not success
3.90,25.00,not success
4.50,1313.00,not success
4.20,271.00,not success
4.50,167.00,not success
3.60,17.00,not success
3.50,180.00,not success
4.20,758.00,success
4.00,421.00,not success
4.00,2463.00,success
4.50,12450.00,success
4.50,103.00,not success
4.10,3748.00,success
4.30,6.00,not success
4.60,166.00,not success
4.10,10615.00,success
4.50,2242.00,success
3.90,1025.00,not success
4.20,27858.00,success
3.50,175.00,not success
4.40,1923.00,success
4.40,54.00,not success
4.30,109.00,not success
4.30,159.00,not success
3.80,149.00,not success
3.20,1925.00,success
4.40,741.00,not success
4.40,1301.00,success
3.90,4777.00,success
3.80,9917.00,success
4.00,26922.00,success
3.90,2404.00,success
3.90,12334.00,success
4.20,84962.00,success
4.20,1797.00,success
4.70,5976.00,not success
4.20,2032.00,success
4.30,12.00,not success
4.20,28524.00,success
4.70,1666.00,not success
4.20,176.00,not success
4.10,62.00,not success
4.10,186.00,not success
3.90,16.00,not success
3.50,439.00,success
4.00,2748.00,success
4.60,852.00,not success
4.50,47.00,not success
4.30,8060.00,success
4.40,2051.00,success
4.30,604.00,not success
4.40,18303.00,success
4.00,77.00,success
4.40,86.00,not success
4.60,798.00,not success
4.70,1252.00,not success
4.30,2205.00,not success
4.20,1681.00,success
4.20,16.00,not success
4.60,107.00,not success
4.40,1099.00,success
3.80,4558.00,not success
4.60,1525.00,not success
4.10,1096.00,success
3.90,417.00,not success
3.30,678.00,not success
3.60,11938.00,success
3.90,1526.00,not success
4.60,37.00,not success
4.30,21520.00,success
4.30,165.00,not success
4.20,21112.00,success
4.50,2367.00,success
4.70,132.00,not success
4.00,389.00,not success
3.40,200.00,success
3.80,1438.00,not success
4.70,35571.00,success
3.60,1159.00,success
3.80,3963.00,success
4.80,18.00,not success
4.40,388.00,not success
4.90,11.00,not success
4.40,817.00,not success
4.30,7009.00,success
4.60,19854.00,success
4.70,3375.00,success
4.40,262.00,not success
4.70,15.00,not success
4.10,8807.00,success
4.70,1653.00,not success
4.50,10936.00,not success
4.70,143.00,not success
4.60,4639.00,not success
4.00,2665.00,success
4.30,18833.00,success
4.20,59240.00,success
4.30,32905.00,success
4.40,4737.00,success
4.20,602.00,not success
4.50,1318.00,not success
3.90,3366.00,not success
4.00,162.00,not success
3.80,2750.00,success
4.60,40827.00,success
4.10,36360.00,success
4.40,147618.00,success
4.80,149712.00,success
4.60,200948.00,success
3.50,5877.00,success
3.80,2719.00,success
4.50,59867.00,success
4.50,3659.00,success
4.10,1502.00,success
3.80,1008.00,success
4.90,422.00,not success
4.70,44773.00,success
4.00,67.00,not success
4.40,7.00,not success
4.60,2568.00,success
4.20,29730.00,success
4.70,240147.00,success
4.40,16951.00,success
3.30,151.00,not success
4.40,79372.00,success
4.30,1028.00,success
4.40,37155.00,success
4.30,5283.00,success
3.70,3561.00,success
3.80,2347.00,success
3.80,2020.00,success
4.00,3942.00,success
4.30,1828.00,success
4.30,254.00,not success
4.30,75150.00,success
4.20,71371.00,success
3.90,592.00,not success
4.20,69.00,not success
4.10,176.00,not success
4.20,13328.00,success
3.90,8228.00,success
4.00,39206.00,success
4.20,3110.00,not success
4.40,205277.00,success
4.10,47388.00,success
4.30,5307.00,success
4.30,3054.00,success
4.10,7705.00,success
4.60,3518.00,success
4.40,28716.00,success
4.20,80241.00,success
3.10,368.00,not success
3.50,1249.00,success
3.60,1266.00,success
4.40,2755.00,success
4.70,1433.00,not success
3.10,3420.00,success
4.40,1848.00,not success
4.50,22.00,not success
4.30,24942.00,success
4.60,35088.00,success
4.10,14283.00,success
4.40,2313.00,success
4.10,49.00,not success
4.20,1607.00,success
4.00,1886.00,success
4.50,226.00,not success
4.20,690.00,not success
4.10,909.00,not success
4.30,47.00,not success
4.30,81.00,not success
4.50,160.00,not success
3.90,180.00,not success
4.60,59043.00,success
4.50,7496.00,success
4.30,77551.00,success
4.00,47665.00,success
2.90,25677.00,success
3.70,3832.00,success
4.10,53719.00,success
3.80,110390.00,success
4.00,57687.00,success
4.30,5917.00,success
4.20,149.00,not success
4.20,3273.00,success
4.10,15340.00,success
3.50,166.00,not success
3.40,428.00,not success
3.80,150.00,not success
4.50,367.00,not success
4.50,1152.00,not success
3.50,410.00,success
3.70,72.00,not success
1.60,77.00,not success
3.80,27.00,not success
4.30,287.00,not success
3.90,13707.00,success
4.30,42.00,not success
4.10,2465.00,success
4.60,235.00,not success
4.20,4515.00,success
4.30,54107.00,success
4.50,1549.00,not success
3.00,206.00,not success
4.40,5932.00,not success
4.30,9306.00,success
4.80,4635.00,success
4.70,69278.00,success
4.10,11327.00,success
3.80,126607.00,success
3.70,1661.00,success
4.20,1525.00,not success
3.60,33610.00,success
3.30,1883.00,success
4.50,1546.00,success
4.40,4063.00,success
3.80,1180.00,success
4.30,2124.00,success
4.20,748.00,not success
3.70,1557.00,success
4.50,9021.00,success
4.40,31.00,not success
4.40,13634.00,success
3.20,34.00,not success
3.70,5750.00,success
4.20,816.00,not success
4.30,212.00,not success
4.40,13358.00,success
3.60,61737.00,success
3.70,29589.00,success
4.30,90643.00,success
3.90,17005.00,success
4.60,377.00,not success
3.60,11371.00,success
4.10,2377.00,success
4.50,1158.00,not success
4.70,464.00,not success
4.70,77.00,not success
3.70,4886.00,success
3.80,34456.00,success
4.20,54.00,not success
3.90,4665.00,success
4.40,18284.00,success
4.20,49227.00,success
4.60,6360.00,success
3.90,347.00,not success
4.30,76.00,not success
4.40,33.00,not success
4.00,50.00,not success
0.00,0.00,not success
4.10,431.00,not success
4.20,17.00,not success
4.20,21544.00,success
4.60,152666.00,success
0.00,0.00,not success
4.40,2892.00,success
4.30,5584.00,success
4.20,33760.00,success
4.60,16110.00,success
4.40,115.00,not success
4.40,8339.00,success
4.10,6536.00,success
4.40,27.00,not success
4.20,24901.00,success
4.70,58727.00,success
4.20,108.00,not success
4.50,1512.00,success
4.40,430.00,success
3.60,869.00,success
4.50,37031.00,success
4.00,589.00,success
4.30,9560.00,success
0.00,0.00,not success
0.00,0.00,not success
3.80,6.00,not success
0.00,0.00,not success
4.20,293.00,success
2.80,6.00,not success
0.00,0.00,not success
4.20,5718.00,success
4.40,6938.00,success
4.40,94.00,not success
4.40,523.00,success
4.30,902.00,success
3.60,1075.00,success
4.80,16.00,not success
4.70,181.00,not success
4.60,14555.00,success
4.10,3149.00,success
4.40,46129.00,success
4.30,8002.00,success
4.70,5330.00,success
4.40,5575.00,success
4.70,36.00,not success
4.10,97.00,not success
3.90,954.00,success
4.30,207.00,not success
3.60,140.00,not success
4.20,9.00,not success
4.10,15547.00,success
4.60,17802.00,success
4.30,1924.00,success
4.00,10266.00,success
4.40,87762.00,success
3.90,371.00,success
4.30,774.00,not success
4.50,3247.00,success
4.00,52.00,not success
4.10,58.00,not success
0.00,0.00,not success
4.60,6119.00,success
3.90,19445.00,success
4.20,33.00,not success
4.10,10805.00,success
3.50,28287.00,success
4.80,829.00,success
4.70,12419.00,success
4.40,477.00,success
4.30,138.00,not success
4.50,5233.00,success
4.90,419.00,not success
4.20,183.00,success
4.30,799.00,success
4.60,25868.00,success
4.10,7639.00,success
4.00,4174.00,success
4.30,93.00,not success
4.20,214.00,not success
4.20,301.00,not success
4.60,4999.00,not success
4.40,6449.00,success
4.50,3600.00,success
4.80,8124.00,success
4.70,12357.00,success
4.50,14539.00,success
3.80,271.00,not success
4.20,80321.00,success
4.00,262.00,not success
4.70,38.00,not success
5.00,16.00,not success
4.60,2248.00,success
4.20,433.00,not success
3.90,4390.00,success
4.20,65652.00,success
4.10,965.00,not success
4.60,1557.00,not success
4.10,2738.00,success
4.10,177.00,not success
4.20,114.00,not success
4.50,3104.00,not success
4.60,309.00,not success
3.20,27.00,not success
4.30,6594.00,success
3.50,1923.00,success
4.30,22114.00,success
3.90,7.00,not success
4.70,13262.00,success
4.30,106.00,not success
4.90,72.00,not success
4.20,2648.00,success
4.60,7.00,not success
4.60,4107.00,not success
4.20,16654.00,success
4.10,6931.00,success
4.30,1560.00,success
3.20,4256.00,success
4.10,2817.00,not success
4.00,2500.00,success
3.30,1811.00,not success
3.10,8994.00,success
4.10,22841.00,success
3.90,92.00,not success
3.10,1375.00,success
4.30,9940.00,success
4.50,10068.00,success
3.90,244.00,not success
4.20,4316.00,success
4.40,24761.00,success
4.40,135.00,not success
4.30,414.00,not success
3.90,29.00,not success
3.10,17.00,not success
3.20,12.00,not success
4.20,46.00,not success
3.10,3444.00,success
4.50,19.00,not success
4.30,21096.00,success
4.70,2635.00,success
4.20,135.00,not success
4.50,587.00,not success
4.80,13027.00,success
3.30,217.00,not success
4.90,19.00,not success
4.50,605.00,not success
4.70,257.00,not success
4.40,1852.00,not success
4.10,894.00,not success
4.70,1438.00,not success
4.40,839.00,not success
3.90,5504.00,success
4.20,373.00,not success
4.20,442.00,not success
4.20,1355.00,success
4.40,3630.00,success
3.70,530.00,success
4.60,863.00,not success
4.00,1109.00,not success
4.00,19.00,not success
3.70,73.00,not success
4.70,370.00,not success
3.70,485.00,not success
4.20,81.00,not success
4.60,16.00,not success
4.50,55.00,not success
4.50,12840.00,success
4.40,17373.00,success
4.10,4744.00,success
4.80,386.00,not success
4.10,2698.00,success
4.40,1741.00,not success
4.30,777.00,not success
3.30,426.00,not success
4.90,75.00,not success
4.40,307.00,not success
3.00,4698.00,success
4.80,59.00,not success
4.60,227.00,not success
3.20,135.00,not success
3.10,11647.00,success
4.50,317.00,success
4.10,6514.00,success
4.40,528.00,not success
4.40,3490.00,success
4.40,21.00,not success
2.40,25.00,not success
4.10,432.00,success
4.30,80.00,not success
4.60,223.00,not success
2.80,53.00,not success
4.50,20039.00,success
4.60,378.00,not success
3.70,3886.00,success
4.40,644.00,success
3.90,1255.00,success
0.00,0.00,not success
4.40,109.00,not success
4.00,3240.00,not success
3.50,8321.00,success
4.40,223.00,not success
3.90,3576.00,success
4.00,856.00,success
4.50,1762.00,success
4.50,579.00,not success
4.50,1274.00,not success
4.60,11.00,not success
3.70,518.00,not success
0.00,0.00,not success
4.40,17.00,not success
0.00,0.00,not success
4.20,1361.00,success
0.00,0.00,not success
3.70,7796.00,success
4.60,15.00,not success
4.30,6982.00,success
4.20,37850.00,success
4.70,2582.00,not success
0.00,0.00,not success
4.30,27971.00,success
4.00,23.00,not success
4.50,39.00,not success
4.60,231.00,not success
3.20,20.00,not success
4.70,68.00,not success
4.70,505.00,not success
4.70,68.00,not success
4.40,4481.00,success
4.10,20991.00,success
4.50,963.00,not success
4.30,3690.00,success
4.20,1722.00,not success
4.40,15051.00,success
4.20,1140.00,success
4.50,1583.00,success
4.40,1650.00,not success
4.40,5970.00,success
4.60,584.00,not success
4.30,13623.00,success
4.80,47770.00,success
4.20,2673.00,success
4.80,9567.00,success
4.70,31.00,not success
4.60,274.00,not success
4.30,87.00,not success
0.00,0.00,not success
4.40,1846.00,success
4.30,1109.00,not success
3.90,6446.00,success
0.00,0.00,not success
4.90,4347.00,not success
4.00,27623.00,success
4.20,288.00,not success
4.70,595.00,not success
3.80,2971.00,success
4.90,8456.00,success
3.60,396.00,not success
4.40,18.00,not success
4.30,787.00,not success
4.50,590.00,not success
4.30,1760.00,not success
4.70,25976.00,success
4.00,1981.00,success
4.70,1558.00,not success
4.40,27640.00,success
4.20,455.00,not success
4.60,6731.00,success
4.20,4116.00,success
4.40,3473.00,not success
4.10,2326.00,not success
4.30,372.00,not success
4.30,2999.00,not success
4.60,124.00,not success
4.20,2858.00,not success
4.60,1265.00,not success
4.20,14482.00,success
4.50,3655.00,success
4.50,7200.00,success
4.00,88816.00,success
3.80,4594.00,not success
2.40,5.00,not success
4.00,1675.00,not success
4.10,4991.00,success
4.40,15672.00,success
4.20,14561.00,success
4.50,50.00,not success
4.40,91.00,not success
4.60,567.00,not success
4.20,715.00,not success
4.00,4021.00,success
4.30,238.00,not success
4.80,12.00,not success
4.50,28157.00,success
4.30,7176.00,success
4.30,12966.00,success
3.90,65981.00,success
4.30,1309.00,success
4.60,561.00,success
4.90,97.00,not success
4.20,32.00,not success
5.00,599.00,not success
3.10,150.00,not success
3.90,3518.00,success
4.10,709.00,success
4.50,63.00,not success
4.00,9421.00,success
3.80,4843.00,success
4.20,4880.00,success
4.50,4782.00,success
4.30,129164.00,success
4.00,28751.00,success
3.70,5644.00,success
4.80,371.00,not success
4.20,1982.00,success
0.00,0.00,not success
3.90,89.00,not success
4.70,873.00,not success
4.80,19.00,not success
4.20,1401.00,not success
4.30,90.00,not success
3.90,16068.00,success
4.80,17.00,not success
0.00,0.00,not success
0.00,0.00,not success
4.80,552.00,not success
4.90,10.00,not success
0.00,0.00,not success
0.00,0.00,not success
3.20,108.00,not success
3.80,24.00,not success
4.50,792.00,not success
4.50,81.00,not success
4.40,42.00,not success
4.40,319.00,not success
4.70,89.00,not success
4.10,24901.00,success
3.50,6818.00,success
3.80,2692.00,success
4.20,6165.00,success
4.60,24280.00,success
4.70,67.00,not success
4.50,77.00,not success
4.70,166.00,not success
4.40,155.00,not success
4.40,9720.00,not success
3.90,3857.00,success
3.90,143.00,not success
4.70,830.00,not success
3.70,385.00,success
4.30,6014.00,success
3.70,702.00,not success
4.10,625.00,not success
4.10,2737.00,not success
4.40,9.00,not success
4.10,1086.00,not success
3.40,2523.00,success
4.40,1157.00,not success
3.50,328.00,not success
3.90,1341.00,not success
4.50,155.00,not success
4.40,36774.00,success
3.80,4655.00,success
3.80,15656.00,success
4.10,5937.00,success
4.00,635.00,not success
4.20,103.00,not success
3.80,17755.00,success
4.30,274.00,not success
4.20,26647.00,success
4.00,6249.00,success
4.00,4857.00,success
3.20,898.00,not success
4.10,513.00,not success
4.50,1255.00,not success
3.80,265.00,not success
4.40,3009.00,not success
4.40,48.00,not success
4.30,54317.00,success
4.60,13021.00,success
4.00,3181.00,success
3.00,2762.00,success
4.30,1216.00,not success
4.50,4050.00,success
4.30,38488.00,success
4.20,510.00,not success
3.90,1087.00,success
3.70,27.00,not success
4.20,268.00,not success
3.10,835.00,success
4.10,1446.00,success
3.90,31240.00,success
4.30,48887.00,success
3.60,3900.00,success
3.60,313.00,not success
4.00,4826.00,success
4.30,1288.00,not success
4.30,115.00,not success
4.20,17.00,not success
4.60,1556.00,not success
4.30,2865.00,success
4.40,4634.00,not success
3.50,283.00,not success
4.10,315.00,not success
4.10,34.00,not success
4.10,19890.00,success
3.80,1308.00,not success
3.90,108.00,not success
4.20,23.00,not success
4.00,7897.00,not success
3.20,33.00,not success
3.50,246.00,not success
4.60,90.00,not success
3.60,484.00,not success
4.10,887.00,not success
4.10,57.00,not success
3.60,253.00,not success
4.40,457.00,not success
4.20,18520.00,success
4.10,375.00,not success
4.10,3155.00,not success
4.80,570.00,not success
4.20,61737.00,success
4.10,12588.00,success
3.80,9916.00,success
4.30,21881.00,success
4.70,15579.00,success
3.30,42.00,not success
4.40,100521.00,success
